Unnamed: 0.1,Unnamed: 0,Organisation,Location,Date,Detail,Rocket_Status,Price,Mission_Status,ISO
528,528,Arianespace,France,"Sat Dec 06, 2014 20:40 UTC","Ariane 5 ECA | DirecTV-14, GSAT-16",StatusActive,200.0,Success,FRA
529,529,ULA,USA,"Fri Dec 05, 2014 12:05 UTC",Delta IV Heavy | EFT-1,StatusActive,350.0,Success,USA
530,530,MHI,Japan,"Wed Dec 03, 2014 04:22 UTC",H-IIA 202 | Hayabusa 2 & Others,StatusActive,90.0,Success,JPN
532,532,Kosmotras,Russian Federation,"Thu Nov 06, 2014 07:35 UTC",Dnepr | Sasuke & Others,StatusRetired,29.0,Success,RUS
533,533,ULA,USA,"Wed Oct 29, 2014 17:21 UTC",Atlas V 401 | GPS IIF-8,StatusActive,109.0,Success,USA
534,534,Northrop,USA,"Tue Oct 28, 2014 22:22 UTC",Antares 130 | CRS Orb-3,StatusRetired,80.0,Failure,USA
535,535,Arianespace,France,"Thu Oct 16, 2014 21:43 UTC","Ariane 5 ECA | Intelsat 30, ARSAT-1",StatusActive,200.0,Success,FRA
536,536,ISRO,India,"Thu Oct 16, 2014 20:02 UTC",PSLV-XL | IRNSS-1C,StatusActive,31.0,Success,IND
537,537,MHI,Japan,"Tue Oct 07, 2014 05:16 UTC",H-IIA 202 | Himawari 8,StatusActive,90.0,Success,JPN
538,538,SpaceX,USA,"Sun Sep 21, 2014 05:52 UTC",Falcon 9 v1.1 | CRS-4,StatusRetired,56.5,Success,USA
539,539,ULA,USA,"Wed Sep 17, 2014 00:10 UTC",Atlas V 401 | CLIO,StatusActive,109.0,Success,USA
540,540,Arianespace,France,"Thu Sep 11, 2014 22:05 UTC","Ariane 5 ECA | MEASAT 3b, Optus 10",StatusActive,200.0,Success,FRA
541,541,SpaceX,USA,"Sun Sep 07, 2014 05:00 UTC",Falcon 9 v1.1 | AsiaSat 6,StatusRetired,56.5,Success,USA
543,543,ULA,USA,"Wed Aug 13, 2014 18:30 UTC",Atlas V 401 | WorldView 3,StatusActive,109.0,Success,USA
544,544,SpaceX,USA,"Tue Aug 05, 2014 08:00 UTC",Falcon 9 v1.1 | AsiaSat 8,StatusRetired,56.5,Success,USA
545,545,ULA,USA,"Sat Aug 02, 2014 03:23 UTC",Atlas V 401 | GPS IIF-7,StatusActive,109.0,Success,USA
547,547,ULA,USA,"Mon Jul 28, 2014 23:28 UTC","Delta IV Medium+ (4,2) | AFSPC-4",StatusRetired,164.0,Success,USA
548,548,SpaceX,USA,"Mon Jul 14, 2014 15:15 UTC",Falcon 9 v1.1 | OG2 Mission 1,StatusRetired,56.5,Success,USA
549,549,Northrop,USA,"Sun Jul 13, 2014 16:52 UTC",Antares 120 | CRS Orb-2,StatusRetired,80.0,Success,USA
552,552,VKS RF,Russian Federation,"Thu Jul 03, 2014 12:43 UTC",Rokot/Briz KM | Goniets-M 18 to 20,StatusRetired,41.8,Success,RUS
554,554,ISRO,India,"Mon Jun 30, 2014 04:22 UTC",PSLV-CA | SPOT-7 & Rideshares,StatusActive,21.0,Success,IND
555,555,Kosmotras,Russian Federation,"Thu Jun 19, 2014 19:11 UTC",Dnepr | Deimos 2,StatusRetired,29.0,Success,RUS
557,557,MHI,Japan,"Sat May 24, 2014 03:05 UTC","H-IIA 202 | Daichi 2, SPROUT & Others",StatusActive,90.0,Success,JPN
558,558,VKS RF,Russian Federation,"Fri May 23, 2014 05:27 UTC",Rokot/Briz KM | Cosmos 2496 to 2499,StatusRetired,41.8,Success,RUS
559,559,ULA,USA,"Thu May 22, 2014 13:09 UTC",Atlas V 401 | NROL-33,StatusActive,109.0,Success,USA
560,560,ULA,USA,"Sat May 17, 2014 00:03 UTC","Delta IV Medium+ (4,2) | GPS IIF-6",StatusRetired,164.0,Success,USA
561,561,Arianespace,France,"Wed Apr 30, 2014 01:35 UTC",Vega | KazEOSat-1,StatusActive,37.0,Success,FRA
562,562,SpaceX,USA,"Fri Apr 18, 2014 19:25 UTC",Falcon 9 v1.1 | CRS-3,StatusRetired,56.5,Success,USA
563,563,ULA,USA,"Thu Apr 10, 2014 17:45 UTC",Atlas V 541 | NROL-67,StatusActive,145.0,Success,USA
565,565,ISRO,India,"Fri Apr 04, 2014 11:44 UTC",PSLV-XL | IRNSS-1B,StatusActive,31.0,Success,IND
567,567,ULA,USA,"Thu Apr 03, 2014 14:46 UTC",Atlas V 401 | DMSP-5D3 F19,StatusActive,109.0,Success,USA
568,568,Arianespace,France,"Sat Mar 22, 2014 22:04 UTC","Ariane 5 ECA | Astra 5B, Amazonas 4A",StatusActive,200.0,Success,FRA
569,569,MHI,Japan,"Thu Feb 27, 2014 18:37 UTC",H-IIA 202 | GPM-Core & Others,StatusActive,90.0,Success,JPN
570,570,ULA,USA,"Fri Feb 21, 2014 01:59 UTC","Delta IV Medium+ (4,2) | GPS IIF-5",StatusRetired,164.0,Success,USA
571,571,Arianespace,France,"Thu Feb 06, 2014 21:30 UTC","Ariane 5 ECA | ABS-2, Athena-Fidus",StatusActive,200.0,Success,FRA
572,572,ULA,USA,"Fri Jan 24, 2014 02:33 UTC",Atlas V 401 | TDRS-L,StatusActive,109.0,Success,USA
573,573,Northrop,USA,"Thu Jan 09, 2014 18:07 UTC",Antares 120 | CRS Orb-1,StatusRetired,80.0,Success,USA
574,574,SpaceX,USA,"Mon Jan 06, 2014 22:06 UTC",Falcon 9 v1.1 | Thaicom 6,StatusRetired,56.5,Success,USA
575,575,ISRO,India,"Sun Jan 05, 2014 10:48 UTC",GSLV Mk II | GSAT-14,StatusActive,47.0,Success,IND
577,577,VKS RF,Russian Federation,"Wed Dec 25, 2013 00:31 UTC",Rokot/Briz KM | Cosmos 2488 to 2491,StatusRetired,41.8,Success,RUS
579,579,ULA,USA,"Fri Dec 06, 2013 07:14 UTC",Atlas V 501 | NROL-39,StatusActive,120.0,Success,USA
580,580,SpaceX,USA,"Tue Dec 03, 2013 22:41 UTC",Falcon 9 v1.1 | SES-8,StatusRetired,56.5,Success,USA
581,581,VKS RF,Russian Federation,"Fri Nov 22, 2013 12:02 UTC",Rokot/Briz KM | SWARM,StatusRetired,41.8,Success,RUS
582,582,Kosmotras,Russian Federation,"Thu Nov 21, 2013 07:10 UTC",Dnepr | DubaiSat 2 & Others,StatusRetired,29.0,Success,RUS
583,583,Northrop,USA,"Wed Nov 20, 2013 01:15 UTC",Minotaur I | ORS-3,StatusActive,40.0,Success,USA
584,584,ULA,USA,"Mon Nov 18, 2013 18:28 UTC",Atlas V 401 | MAVEN,StatusActive,109.0,Success,USA
585,585,ISRO,India,"Tue Nov 05, 2013 09:08 UTC",PSLV-XL | Mars Orbiter Mission,StatusActive,31.0,Success,IND
586,586,SpaceX,USA,"Sun Sep 29, 2013 16:00 UTC",Falcon 9 v1.1 | CASSIOPE,StatusRetired,56.5,Success,USA
588,588,ULA,USA,"Wed Sep 18, 2013 08:10 UTC",Atlas V 531 | AEHF-3,StatusActive,140.0,Success,USA
590,590,Northrop,USA,"Fri Sep 13, 2013 14:58 UTC",Antares 110 | CRS Orb-D1,StatusRetired,80.0,Success,USA
591,591,VKS RF,Russian Federation,"Wed Sep 11, 2013 23:23 UTC","Rokot/Briz KM | Goniets-M 14, 16 and 17",StatusRetired,41.8,Success,RUS
592,592,Northrop,USA,"Sat Sep 07, 2013 03:27 UTC",Minotaur V | LADEE,StatusActive,55.0,Success,USA
594,594,Arianespace,France,"Thu Aug 29, 2013 20:30 UTC","Ariane 5 ECA | Eutelsat 25B/Es'hail 1, GSAT-7",StatusActive,200.0,Success,FRA
595,595,ULA,USA,"Wed Aug 28, 2013 18:03 UTC",Delta IV Heavy | NROL-65,StatusActive,350.0,Success,USA
596,596,Kosmotras,Russian Federation,"Thu Aug 22, 2013 14:39 UTC",Dnepr | KompSat-5,StatusRetired,29.0,Success,RUS
598,598,MHI,Japan,"Sat Aug 03, 2013 19:48 UTC",H-IIB | HTV-4,StatusRetired,112.5,Success,JPN
599,599,Arianespace,France,"Thu Jul 25, 2013 19:54 UTC","Ariane 5 ECA | Alphasat I-XL, INSAT-3D",StatusActive,200.0,Success,FRA
600,600,ULA,USA,"Fri Jul 19, 2013 13:00 UTC",Atlas V 551 | MUOS-2,StatusActive,153.0,Success,USA
601,601,VKS RF,Kazakhstan,"Tue Jul 02, 2013 02:38 UTC","Proton-M/DM-3 | Cosmos 2488, 2489 & 2490",StatusActive,65.0,Failure,KAZ
602,602,ISRO,India,"Mon Jul 01, 2013 18:11 UTC",PSLV-XL | IRNSS-1A,StatusActive,31.0,Success,IND
603,603,Northrop,USA,"Fri Jun 28, 2013 02:27 UTC",Pegasus XL | IRIS,StatusActive,40.0,Success,USA
609,609,ULA,USA,"Wed May 15, 2013 21:38 UTC",Atlas V 401 | GPS IIF-4,StatusActive,109.0,Success,USA
610,610,Arianespace,France,"Tue May 07, 2013 02:06 UTC","Vega | Proba-V, VNREDSat-1A & ESTCube-1",StatusActive,37.0,Success,FRA
611,611,Northrop,USA,"Sun Apr 21, 2013 21:00 UTC",Antares 110 | Antares A-ONE,StatusRetired,80.0,Success,USA
612,612,ULA,USA,"Tue Mar 19, 2013 21:21 UTC",Atlas V 401 | SBIRS GEO-2,StatusActive,109.0,Success,USA
613,613,SpaceX,USA,"Fri Mar 01, 2013 15:10 UTC",Falcon 9 v1.0 | CRS-2,StatusRetired,59.5,Success,USA
614,614,ISRO,India,"Mon Feb 25, 2013 12:31 UTC",PSLV-CA | SARAL & Rideshares,StatusActive,21.0,Success,IND
615,615,ULA,USA,"Mon Feb 11, 2013 18:02 UTC",Atlas V 401 | Landsat 8,StatusActive,109.0,Success,USA
616,616,Arianespace,France,"Thu Feb 07, 2013 21:36 UTC","Ariane 5 ECA | Amazonas-3, Azerspace-1 (Africasat-1A)",StatusActive,200.0,Success,FRA
618,618,ULA,USA,"Thu Jan 31, 2013 01:48 UTC",Atlas V 401 | TDRS-K,StatusActive,109.0,Success,USA
620,620,MHI,Japan,"Sun Jan 27, 2013 04:40 UTC",H-IIA 202 | IGS-Optical 5V & IGS-Radar 4,StatusActive,90.0,Success,JPN
621,621,VKS RF,Russian Federation,"Tue Jan 15, 2013 16:24 UTC",Rokot/Briz KM | Cosmos 2482 to 2484,StatusRetired,41.8,Partial Failure,RUS
622,622,Arianespace,France,"Wed Dec 19, 2012 21:49 UTC","Ariane 5 ECA | Skynet 5D, Mexsat-3",StatusActive,200.0,Success,FRA
624,624,ULA,USA,"Tue Dec 11, 2012 18:03 UTC",Atlas V 501 | OTV-3,StatusActive,120.0,Success,USA
626,626,Arianespace,France,"Sun Dec 02, 2012 02:02 UTC",Soyuz ST-A/Fregat | Pl??iades 1B,StatusActive,80.0,Success,FRA
627,627,Arianespace,France,"Sat Nov 10, 2012 21:05 UTC","Ariane 5 ECA | Eutelsat 21B, Star One C3",StatusActive,200.0,Success,FRA
629,629,SpaceX,USA,"Mon Oct 08, 2012 00:35 UTC",Falcon 9 v1.0 | CRS-1,StatusRetired,59.5,Partial Failure,USA
630,630,ULA,USA,"Thu Oct 04, 2012 12:10 UTC","Delta IV Medium+ (4,2) | GPS IIF-3",StatusRetired,164.0,Success,USA
631,631,Arianespace,France,"Fri Sep 28, 2012 21:18 UTC","Ariane 5 ECA | Astra 2F, GSAT-10",StatusActive,200.0,Success,FRA
633,633,ULA,USA,"Thu Sep 13, 2012 21:39 UTC",Atlas V 401 | NROL-36,StatusActive,109.0,Success,USA
634,634,ISRO,India,"Sun Sep 09, 2012 04:23 UTC",PSLV-CA | SPOT-6 & mRESINS & PROITERES,StatusActive,21.0,Success,IND
635,635,ULA,USA,"Thu Aug 30, 2012 08:05 UTC",Atlas V 401 | Van Allen Probes (RBSP),StatusActive,109.0,Success,USA
637,637,Arianespace,France,"Thu Aug 02, 2012 20:54 UTC","Ariane 5 ECA | Intelsat 20, HYLAS 2",StatusActive,200.0,Success,FRA
638,638,VKS RF,Russian Federation,"Sat Jul 28, 2012 01:35 UTC",Rokot/Briz KM | Cosmos 2481 & Goniets-M 13 and 15,StatusRetired,41.8,Success,RUS
639,639,MHI,Japan,"Sat Jul 21, 2012 02:06 UTC",H-IIB | HTV-3,StatusRetired,112.5,Success,JPN
640,640,Arianespace,France,"Thu Jul 05, 2012 21:36 UTC","Ariane 5 ECA | EchoStar XVII, MSG-3",StatusActive,200.0,Success,FRA
641,641,ULA,USA,"Fri Jun 29, 2012 13:15 UTC",Delta IV Heavy | NROL-15,StatusActive,350.0,Success,USA
642,642,ULA,USA,"Wed Jun 20, 2012 12:28 UTC",Atlas V 401 | NROL-38,StatusActive,109.0,Success,USA
644,644,Northrop,USA,"Wed Jun 13, 2012 16:00 UTC",Pegasus XL | NuSTAR,StatusActive,40.0,Success,USA
647,647,SpaceX,USA,"Tue May 22, 2012 07:44 UTC",Falcon 9 v1.0 | COTS-2+,StatusRetired,59.5,Success,USA
648,648,MHI,Japan,"Thu May 17, 2012 16:39 UTC","H-IIA 202 | Shizuku, KOMPSAT 3 & Others",StatusActive,90.0,Success,JPN
649,649,Arianespace,France,"Tue May 15, 2012 22:13 UTC","Ariane 5 ECA | JCSAT-13, Vinasat-2",StatusActive,200.0,Success,FRA
650,650,ULA,USA,"Fri May 04, 2012 18:42 UTC",Atlas V 531 | AEHF-2,StatusActive,140.0,Success,USA
651,651,ISRO,India,"Thu Apr 26, 2012 00:17 UTC",PSLV-XL | RISAT-1,StatusActive,31.0,Success,IND
652,652,ISRO,India,"Thu Apr 26, 2012",PSLV-XL | PSLV- C19 RISAT-1,StatusActive,31.0,Success,IND
656,656,ULA,USA,"Fri Feb 24, 2012 22:15 UTC",Atlas V 551 | MUOS-1,StatusActive,153.0,Success,USA
657,657,ESA,France,"Mon Feb 13, 2012 10:00 UTC","Vega | Lares, AlmaSat-1 & 7 cubesats",StatusActive,37.0,Success,FRA
660,660,Arianespace,France,"Sat Dec 17, 2011 02:03 UTC","Soyuz ST-A/Fregat | Pl??iades 1A, SSOT, Elisa",StatusActive,80.0,Success,FRA
661,661,MHI,Japan,"Mon Dec 12, 2011 01:21 UTC",H-IIA 202 | IGS-Radar 3,StatusActive,90.0,Success,JPN
662,662,ULA,USA,"Sat Nov 26, 2011 15:02 UTC",Atlas V 541 | Mars Science Laboratory,StatusActive,145.0,Success,USA
667,667,ISRO,India,"Wed Oct 12, 2011 05:31 UTC",PSLV-CA | Megha-Tropiques & Rideshares,StatusActive,21.0,Success,IND
670,670,Northrop,USA,"Tue Sep 27, 2011 15:49 UTC",Minotaur IV | TacSat-4,StatusActive,46.0,Success,USA
672,672,MHI,Japan,"Fri Sep 23, 2011 04:36 UTC",H-IIA 202 | IGS-Optical 4,StatusActive,90.0,Success,JPN
673,673,Arianespace,France,"Wed Sep 21, 2011 21:38 UTC","Ariane 5 ECA | Arabsat-5C, SES-2",StatusActive,200.0,Success,FRA
674,674,MHI,Japan,"Sun Sep 11, 2011 11:17 UTC",H-IIA 202 | Michibiki 1,StatusActive,90.0,Success,JPN
676,676,Kosmotras,Russian Federation,"Wed Aug 17, 2011 07:12 UTC",Dnepr | Sich 2 & Others,StatusRetired,29.0,Success,RUS
677,677,Arianespace,France,"Sat Aug 06, 2011 22:52 UTC","Ariane 5 ECA | Astra 1N, BSAT-3C (JCSAT-110R)",StatusActive,200.0,Success,FRA
678,678,ULA,USA,"Fri Aug 05, 2011 16:25 UTC",Atlas V 551 | Juno,StatusActive,153.0,Success,USA
680,680,ULA,USA,"Sat Jul 16, 2011 06:41 UTC","Delta IV Medium+ (4,2) | GPS IIF-2",StatusRetired,164.0,Success,USA
681,681,ISRO,India,"Fri Jul 15, 2011 11:18 UTC",PSLV-XL | GSAT-12,StatusActive,31.0,Success,IND
682,682,NASA,USA,"Fri Jul 08, 2011 15:29 UTC",Space Shuttle Atlantis | STS-135,StatusRetired,450.0,Success,USA
683,683,Northrop,USA,"Thu Jun 30, 2011 03:09 UTC",Minotaur I | ORS-1,StatusActive,40.0,Success,USA
686,686,Arianespace,France,"Fri May 20, 2011 20:38 UTC","Ariane 5 ECA | ST-2, GSAT-8",StatusActive,200.0,Success,FRA
687,687,NASA,USA,"Mon May 16, 2011 12:56 UTC",Space Shuttle Endeavour | STS-134,StatusRetired,450.0,Success,USA
688,688,ULA,USA,"Sat May 07, 2011 18:10 UTC",Atlas V 401 | SBIRS GEO-1,StatusActive,109.0,Success,USA
689,689,Arianespace,France,"Fri Apr 22, 2011 21:37 UTC","Ariane 5 ECA | Yahsat 1A, Intelsat 28 (New Dawn)",StatusActive,200.0,Success,FRA
690,690,ISRO,India,"Wed Apr 20, 2011 04:42 UTC",PSLV-G | ResourceSat-2 & X-Sat & YouthSat,StatusRetired,25.0,Success,IND
691,691,ULA,USA,"Fri Apr 15, 2011 04:24 UTC",Atlas V 411 | NROL-34,StatusActive,115.0,Success,USA
692,692,ULA,USA,"Fri Mar 11, 2011 22:38 UTC","Delta IV Medium+ (4,2) | NROL-27",StatusRetired,164.0,Success,USA
693,693,ULA,USA,"Sat Mar 05, 2011 22:46 UTC",Atlas V 501 | OTV-2,StatusActive,120.0,Success,USA
694,694,Northrop,USA,"Fri Mar 04, 2011 10:09 UTC","Minotaur C (Taurus) | Glory, KySat-1, Hermes, and Explorer-1 [PRIME]",StatusActive,45.0,Failure,USA
695,695,NASA,USA,"Thu Feb 24, 2011 21:53 UTC",Space Shuttle Discovery | STS-133,StatusRetired,450.0,Success,USA
697,697,Northrop,USA,"Sun Feb 06, 2011 12:26 UTC",Minotaur I | NROL-66,StatusActive,40.0,Success,USA
698,698,VKS RF,Russian Federation,"Tue Feb 01, 2011 14:00 UTC",Rokot/Briz KM | Cosmos 2470,StatusRetired,41.8,Partial Failure,RUS
699,699,MHI,Japan,"Sat Jan 22, 2011 05:37 UTC",H-IIB | HTV-2,StatusRetired,112.5,Success,JPN
700,700,ULA,USA,"Thu Jan 20, 2011 21:10 UTC",Delta IV Heavy | NROL-49,StatusActive,350.0,Success,USA
702,702,Arianespace,France,"Wed Dec 29, 2010 21:27 UTC","Ariane 5 ECA | Koreasat 6, Hispasat-1E",StatusActive,200.0,Success,FRA
703,703,ISRO,India,"Sat Dec 25, 2010 10:34 UTC",GSLV Mk I | GSAT-5P,StatusRetired,47.0,Failure,IND
704,704,SpaceX,USA,"Wed Dec 08, 2010 15:43 UTC",Falcon 9 v1.0 | COTS-1,StatusRetired,59.5,Success,USA
705,705,Arianespace,France,"Fri Nov 26, 2010 18:39 UTC","Ariane 5 ECA | Intelsat 17, HYLAS-1",StatusActive,200.0,Success,FRA
706,706,ULA,USA,"Sun Nov 21, 2010 22:58 UTC",Delta IV Heavy | NROL-32,StatusActive,350.0,Success,USA
707,707,Northrop,USA,"Sat Nov 20, 2010 01:25 UTC",Minotaur IV | STP-S26,StatusActive,46.0,Success,USA
709,709,Arianespace,France,"Thu Oct 28, 2010 23:51 UTC","Ariane 5 ECA | Eutelsat W3B, BSAT-3B",StatusActive,200.0,Success,FRA
711,711,Northrop,USA,"Sun Sep 26, 2010 04:41 UTC",Minotaur IV | SBSS,StatusActive,46.0,Success,USA
712,712,ULA,USA,"Tue Sep 21, 2010 04:03 UTC",Atlas V 501 | NROL-41,StatusActive,120.0,Success,USA
713,713,VKS RF,Russian Federation,"Wed Sep 08, 2010 03:30 UTC","Rokot/Briz KM | Cosmos 2467, 2468 and Goniets-M 12",StatusRetired,41.8,Success,RUS
714,714,ULA,USA,"Sat Aug 14, 2010 11:07 UTC",Atlas V 531 | AEHF-1,StatusActive,140.0,Success,USA
715,715,Arianespace,France,"Wed Aug 04, 2010 20:45 UTC","Ariane 5 ECA | Nilesat-201, Rascom-QAF 1R",StatusActive,200.0,Success,FRA
716,716,ISRO,India,"Mon Jul 12, 2010 03:52 UTC",PSLV-CA | Cartosat-2B & Rideshares,StatusActive,21.0,Success,IND
717,717,Arianespace,France,"Sat Jun 26, 2010 21:41 UTC","Ariane 5 ECA | Arabsat-5A, COMS-1",StatusActive,200.0,Success,FRA
719,719,Kosmotras,Kazakhstan,"Mon Jun 21, 2010 02:14 UTC",Dnepr | TanDEM-X,StatusRetired,29.0,Success,KAZ
720,720,Kosmotras,Russian Federation,"Tue Jun 15, 2010 14:42 UTC",Dnepr | Picard & Others,StatusRetired,29.0,Success,RUS
722,722,SpaceX,USA,"Fri Jun 04, 2010 18:45 UTC",Falcon 9 v1.0 | Flight 1,StatusRetired,59.5,Success,USA
723,723,Eurockot,Russian Federation,"Wed Jun 02, 2010 01:59 UTC",Rokot/Briz KM | SERVIS-2,StatusRetired,41.8,Success,RUS
724,724,ULA,USA,"Fri May 28, 2010 03:00 UTC","Delta IV Medium+ (4,2) | GPS IIF-1",StatusRetired,164.0,Success,USA
725,725,Arianespace,France,"Fri May 21, 2010 22:01 UTC",Ariane 5 ECA | Astra 3B  & COMSATBw-2,StatusActive,200.0,Success,FRA
726,726,NASA,USA,"Fri May 14, 2010 18:20 UTC",Space Shuttle Atlantis | STS-132,StatusRetired,450.0,Success,USA
727,727,MHI,Japan,"Mon May 10, 2010 21:58 UTC","H-IIA 202 | Akatsuki, IKAROS & Others",StatusActive,90.0,Success,JPN
730,730,ULA,USA,"Thu Apr 22, 2010 23:52 UTC",Atlas V 501 | OTV-1,StatusActive,120.0,Success,USA
731,731,ISRO,India,"Thu Apr 15, 2010 10:57 UTC",GSLV Mk II | GSAT-4,StatusActive,47.0,Failure,IND
732,732,Kosmotras,Kazakhstan,"Thu Apr 08, 2010 13:57 UTC",Dnepr | CryoSat-2,StatusRetired,29.0,Success,KAZ
733,733,NASA,USA,"Mon Apr 05, 2010 10:21 UTC",Space Shuttle Discovery | STS-131,StatusRetired,450.0,Success,USA
735,735,ULA,USA,"Thu Mar 04, 2010 23:57 UTC","Delta IV Medium+ (4,2) | GOES 15",StatusRetired,164.0,Success,USA
736,736,ULA,USA,"Thu Feb 11, 2010 15:23 UTC",Atlas V 401 | SDO,StatusActive,109.0,Success,USA
737,737,NASA,USA,"Mon Feb 08, 2010 09:14 UTC",Space Shuttle Endeavour | STS-130,StatusRetired,450.0,Success,USA
743,743,MHI,Japan,"Sat Nov 28, 2009 01:21 UTC",H-IIA 202 | IGS-Optical 3,StatusActive,90.0,Success,JPN
744,744,ULA,USA,"Mon Nov 23, 2009 06:55 UTC",Atlas V 431 | Intersat 14,StatusActive,130.0,Success,USA
745,745,NASA,USA,"Mon Nov 16, 2009 19:28 UTC",Space Shuttle Atlantis | STS-129,StatusRetired,450.0,Success,USA
746,746,Eurockot,Russian Federation,"Mon Nov 02, 2009 01:50 UTC",Rokot/Briz KM | SMOS and Proba-2,StatusRetired,41.8,Success,RUS
747,747,Arianespace,France,"Thu Oct 29, 2009 20:00 UTC",Ariane 5 ECA | NSS-12 & Thor-6,StatusActive,200.0,Success,FRA
748,748,NASA,USA,"Wed Oct 28, 2009 15:30 UTC",Ares 1-X | Ares 1-X Test Flight,StatusRetired,450.0,Success,USA
749,749,ULA,USA,"Sun Oct 18, 2009 16:12 UTC",Atlas V 401 | DMSP-5D3-F18,StatusActive,109.0,Success,USA
751,751,Arianespace,France,"Thu Oct 01, 2009 21:59 UTC",Ariane 5 ECA | Amazonas 2 & COMSATBw-1,StatusActive,200.0,Success,FRA
753,753,ISRO,India,"Wed Sep 23, 2009 06:21 UTC",PSLV-CA | Oceansat-2 & Rideshares,StatusActive,21.0,Success,IND
754,754,MHI,Japan,"Thu Sep 10, 2009 17:01 UTC",H-IIB | HTV-1,StatusRetired,112.5,Success,JPN
755,755,ULA,USA,"Tue Sep 08, 2009 21:35 UTC",Atlas V 401 | PAN,StatusActive,109.0,Success,USA
756,756,NASA,USA,"Fri Aug 28, 2009 03:59 UTC",Space Shuttle Discovery | STS-128,StatusRetired,450.0,Success,USA
758,758,Arianespace,France,"Fri Aug 21, 2009 22:09 UTC",Ariane 5 ECA | JCSAT-12 & Optus D3,StatusActive,200.0,Success,FRA
760,760,Kosmotras,Kazakhstan,"Wed Jul 29, 2009 18:46 UTC",Dnepr | DubaiSat 1 & Others,StatusRetired,29.0,Success,KAZ
762,762,NASA,USA,"Wed Jul 15, 2009 22:03 UTC",Space Shuttle Endeavour | STS-127,StatusRetired,450.0,Success,USA
763,763,SpaceX,USA,"Tue Jul 14, 2009 03:35 UTC",Falcon 1 | RazakSat,StatusRetired,7.0,Success,USA
764,764,VKS RF,Russian Federation,"Mon Jul 06, 2009 01:26 UTC",Rokot/Briz KM | Cosmos 2451 to 2453,StatusRetired,41.8,Success,RUS
765,765,Arianespace,France,"Wed Jul 01, 2009 19:52 UTC",Ariane 5 ECA | TerreStar-1,StatusActive,200.0,Success,FRA
766,766,ULA,USA,"Sat Jun 27, 2009 22:51 UTC","Delta IV Medium+ (4,2) | GOES-O",StatusRetired,164.0,Success,USA
768,768,ULA,USA,"Thu Jun 18, 2009 17:32 UTC",Atlas V 421 | LRO/LCROSS,StatusActive,123.0,Success,USA
769,769,Northrop,USA,"Tue May 19, 2009 23:55 UTC",Minotaur I | TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6,StatusActive,40.0,Success,USA
770,770,Arianespace,France,"Thu May 14, 2009 13:12 UTC",Ariane 5 ECA | Herschel Space Observatory & Planck,StatusActive,200.0,Success,FRA
771,771,NASA,USA,"Mon May 11, 2009 18:01 UTC",Space Shuttle Atlantis | STS-125,StatusRetired,450.0,Success,USA
774,774,ISRO,India,"Mon Apr 20, 2009 01:15 UTC",PSLV-CA | RISAT-2 & ANUSAT,StatusActive,21.0,Success,IND
776,776,ULA,USA,"Sat Apr 04, 2009 00:31 UTC",Atlas V 421 | WGS-2,StatusActive,123.0,Success,USA
778,778,Eurockot,Russian Federation,"Tue Mar 17, 2009 14:21 UTC",Rokot/Briz KM | GOCE,StatusRetired,41.8,Success,RUS
779,779,NASA,USA,"Sun Mar 15, 2009 23:43 UTC",Space Shuttle Discovery | STS-119,StatusRetired,450.0,Success,USA
782,782,Northrop,USA,"Tue Feb 24, 2009 09:55 UTC",Minotaur C (Taurus) | Orbiting Carbon Observatory,StatusActive,45.0,Failure,USA
783,783,Arianespace,France,"Thu Feb 12, 2009 22:09 UTC","Ariane 5 ECA | Hot Bird 10, NSS-9, Spirale-A & B",StatusActive,200.0,Success,FRA
787,787,MHI,Japan,"Fri Jan 23, 2009 03:54 UTC","H-IIA 202 | Ibuki, Maido 1 & Others",StatusActive,90.0,Success,JPN
788,788,ULA,USA,"Sun Jan 18, 2009 02:47 UTC",Delta IV Heavy | NROL-26,StatusActive,350.0,Success,USA
789,789,Arianespace,France,"Sat Dec 20, 2008 22:35 UTC",Ariane 5 ECA | Hot Bird 9 & Eutelsat W2M,StatusActive,200.0,Success,FRA
791,791,NASA,USA,"Sat Nov 15, 2008 00:55 UTC",Space Shuttle Endeavour | STS-126,StatusRetired,450.0,Success,USA
792,792,CASC,China,"Wed Nov 05, 2008 00:15 UTC",Long March 2D | Shiyan-3 & Chuangxin-1(02),StatusActive,29.75,Success,CHN
793,793,CASC,China,"Wed Nov 05, 2008 00:15 UTC",Long March 2D | Shiyan-3 & Chuangxin-1(02),StatusActive,29.75,Success,CHN
794,794,CASC,China,"Wed Oct 29, 2008 16:53 UTC",Long March 3B/E | VENESAT 1,StatusActive,29.15,Success,CHN
796,796,CASC,China,"Sat Oct 25, 2008 01:15 UTC",Long March 4B | Shijian-6E & F,StatusActive,64.68,Success,CHN
797,797,ISRO,India,"Wed Oct 22, 2008 00:52 UTC",PSLV-XL | Chandrayaan-1,StatusActive,31.0,Success,IND
798,798,Northrop,USA,"Sun Oct 19, 2008 17:47 UTC",Pegasus XL | IBEX,StatusActive,40.0,Success,USA
799,799,Kosmotras,Russian Federation,"Wed Oct 01, 2008 06:37 UTC",Dnepr | THEOS 1,StatusRetired,29.0,Success,RUS
